x_1	y_1	x_2	y_2	block_type	type	score
956.5953369140625	649.141357421875	976.54638671875	664.7255859375	rectangle	TextRegion	0.9999819993972778
626.4041748046875	203.78770446777344	642.6612548828125	218.2220001220703	rectangle	TextRegion	0.9999392032623291
1303.058349609375	29.62450408935547	1321.1015625	49.054161071777344	rectangle	TextRegion	0.9997994303703308
54.241695404052734	55.699119567871094	114.02635955810547	78.07136535644531	rectangle	TextRegion	0.9996829032897949
958.92236328125	29.258769989013672	976.5025024414062	49.72294616699219	rectangle	TextRegion	0.9994452595710754
275.4507751464844	202.52879333496094	291.86248779296875	216.7031707763672	rectangle	TextRegion	0.9994215965270996
53.29241180419922	489.32110595703125	111.60231018066406	511.91693115234375	rectangle	TextRegion	0.998967170715332
619.5362548828125	28.176483154296875	634.3243408203125	46.534847259521484	rectangle	TextRegion	0.9988732933998108
1300.651123046875	201.35531616210938	1316.8812255859375	214.51124572753906	rectangle	TextRegion	0.9980060458183289
282.5655212402344	31.873830795288086	298.7745666503906	49.0260124206543	rectangle	TextRegion	0.9825705885887146
757.7445678710938	892.6871948242188	771.3900146484375	904.9282836914062	rectangle	TextRegion	0.9472525119781494
1159.12451171875	639.0719604492188	1447.00390625	921.9151000976562	rectangle	OtherRegion	0.9290945529937744
1165.9542236328125	507.72265625	1447.8409423828125	509.8754577636719	rectangle	SeparatorRegion	0.8004446625709534
